,Bloomberg US Agg Sovereign Avg OAS,Bloomberg US Corporate High Yield Average OAS
,LUAS Index,LF98OAS Index
8/10/2017,1.25,3.8
8/11/2017,1.27,3.87
8/14/2017,1.24,3.81
8/15/2017,1.2,3.78
8/16/2017,1.21,3.79
8/17/2017,1.24,3.85
8/18/2017,1.23,3.89
8/21/2017,1.24,3.9
8/22/2017,1.21,3.86
8/23/2017,1.23,3.88
8/24/2017,1.2,3.84
8/25/2017,1.2,3.83
8/28/2017,1.2,3.82
8/29/2017,1.21,3.84
8/30/2017,1.19,3.81
8/31/2017,1.18,3.78
9/1/2017,1.16,3.73
9/5/2017,1.19,3.8
9/6/2017,1.17,3.74
9/7/2017,1.18,3.78
9/8/2017,1.18,3.81
9/11/2017,1.14,3.74
9/12/2017,1.12,3.69
9/13/2017,1.1,3.67
9/14/2017,1.11,3.64
9/15/2017,1.11,3.64
9/18/2017,1.09,3.59
9/19/2017,1.1,3.58
9/20/2017,1.1,3.52
9/21/2017,1.12,3.52
9/22/2017,1.11,3.56
9/25/2017,1.13,3.57
9/26/2017,1.12,3.54
9/27/2017,1.11,3.5
9/28/2017,1.1,3.5
9/29/2017,1.09,3.47
10/2/2017,1.08,3.45
10/3/2017,1.09,3.45
10/4/2017,1.08,3.43
10/5/2017,1.08,3.41
10/6/2017,1.1,3.41
10/10/2017,1.11,3.42
10/11/2017,1.11,3.41
10/12/2017,1.11,3.44
10/13/2017,1.14,3.48
10/16/2017,1.12,3.42
10/17/2017,1.11,3.41
10/18/2017,1.08,3.37
10/19/2017,1.09,3.39
10/20/2017,1.07,3.3
10/23/2017,1.07,3.28
10/24/2017,1.07,3.26
10/25/2017,1.07,3.3
10/26/2017,1.07,3.29
10/27/2017,1.08,3.34
10/30/2017,1.1,3.37
10/31/2017,1.1,3.38
11/1/2017,1.1,3.37
11/2/2017,1.11,3.39
11/3/2017,1.11,3.39
11/6/2017,1.12,3.41
11/7/2017,1.14,3.44
11/8/2017,1.12,3.5
11/9/2017,1.13,3.63
11/10/2017,1.11,3.6
11/13/2017,1.1,3.6
11/14/2017,1.1,3.68
11/15/2017,1.13,3.79
11/16/2017,1.11,3.63
11/17/2017,1.1,3.62
11/20/2017,1.08,3.58
11/21/2017,1.07,3.53
11/22/2017,1.07,3.56
11/24/2017,1.07,3.54
11/27/2017,1.05,3.56
11/28/2017,1.04,3.53
11/29/2017,1.02,3.49
11/30/2017,1,3.44
12/1/2017,1.04,3.49
12/4/2017,1.02,3.42
12/5/2017,1.03,3.43
12/6/2017,1.06,3.48
12/7/2017,1.05,3.47
12/8/2017,1.05,3.47
12/11/2017,1.05,3.47
12/12/2017,1.05,3.44
12/13/2017,1.06,3.5
12/14/2017,1.08,3.5
12/15/2017,1.07,3.5
12/18/2017,1.05,3.5
12/19/2017,1.01,3.46
12/20/2017,1,3.44
12/21/2017,1.01,3.43
12/22/2017,1.01,3.42
12/26/2017,1.01,3.42
12/27/2017,1.05,3.45
12/28/2017,1.04,3.42
12/29/2017,1.05,3.43
1/2/2018,1.02,3.39
1/3/2018,1.02,3.34
1/4/2018,1.02,3.26
1/5/2018,1.01,3.22
1/8/2018,1.01,3.2
1/9/2018,0.98,3.18
1/10/2018,1,3.25
1/11/2018,1.02,3.24
1/12/2018,1.02,3.23
1/16/2018,1.01,3.21
1/17/2018,0.98,3.18
1/18/2018,0.97,3.2
1/19/2018,0.97,3.19
1/22/2018,0.97,3.16
1/23/2018,0.98,3.17
1/24/2018,0.97,3.13
1/25/2018,0.98,3.15
1/26/2018,0.95,3.11
1/29/2018,0.95,3.12
1/30/2018,0.95,3.17
1/31/2018,0.95,3.19
2/1/2018,0.95,3.19
2/2/2018,0.96,3.24
2/5/2018,1.02,3.36
2/6/2018,1.06,3.45
2/7/2018,1,3.34
2/8/2018,1.05,3.46
2/9/2018,1.16,3.69
2/12/2018,1.13,3.57
2/13/2018,1.14,3.64
2/14/2018,1.12,3.56
2/15/2018,1.09,3.46
2/16/2018,1.06,3.41
2/20/2018,1.06,3.37
2/21/2018,1.05,3.34
2/22/2018,1.07,3.41
2/23/2018,1.1,3.44
2/26/2018,1.08,3.38
2/27/2018,1.05,3.34
2/28/2018,1.1,3.36
3/1/2018,1.17,3.43
3/2/2018,1.14,3.48
3/5/2018,1.1,3.42
3/6/2018,1.1,3.38
3/7/2018,1.12,3.4
3/8/2018,1.12,3.39
3/9/2018,1.11,3.36
3/12/2018,1.12,3.37
3/13/2018,1.14,3.39
3/14/2018,1.16,3.43
3/15/2018,1.15,3.41
3/16/2018,1.13,3.39
3/19/2018,1.15,3.42
3/20/2018,1.14,3.4
3/21/2018,1.11,3.38
3/22/2018,1.16,3.48
3/23/2018,1.18,3.53
3/26/2018,1.17,3.52
3/27/2018,1.17,3.53
3/28/2018,1.18,3.53
3/29/2018,1.18,3.54
3/30/2018,1.18,3.54
4/2/2018,1.21,3.6
4/3/2018,1.16,3.56
4/4/2018,1.15,3.55
4/5/2018,1.12,3.45
4/6/2018,1.16,3.54
4/9/2018,1.17,3.5
4/10/2018,1.16,3.41
4/11/2018,1.17,3.4
4/12/2018,1.14,3.32
4/13/2018,1.15,3.26
4/16/2018,1.16,3.23
4/17/2018,1.17,3.19
4/18/2018,1.13,3.14
4/19/2018,1.15,3.23
4/20/2018,1.14,3.21
4/23/2018,1.16,3.23
4/24/2018,1.16,3.3
4/25/2018,1.18,3.36
4/26/2018,1.22,3.33
4/27/2018,1.23,3.33
4/30/2018,1.24,3.38
5/1/2018,1.26,3.39
5/2/2018,1.29,3.39
5/3/2018,1.35,3.44
5/4/2018,1.34,3.43
5/7/2018,1.33,3.41
5/8/2018,1.35,3.39
5/9/2018,1.33,3.37
5/10/2018,1.28,3.36
5/11/2018,1.26,3.33
5/14/2018,1.24,3.32
5/15/2018,1.24,3.32
5/16/2018,1.24,3.31
5/17/2018,1.27,3.32
5/18/2018,1.33,3.37
5/21/2018,1.33,3.36
5/22/2018,1.3,3.36
5/23/2018,1.33,3.44
5/24/2018,1.34,3.45
5/25/2018,1.35,3.51
5/29/2018,1.47,3.72
5/30/2018,1.44,3.61
5/31/2018,1.46,3.62
6/1/2018,1.43,3.56
6/4/2018,1.39,3.5
6/5/2018,1.41,3.51
6/6/2018,1.39,3.44
6/7/2018,1.43,3.44
6/8/2018,1.45,3.47
6/11/2018,1.44,3.38
6/12/2018,1.44,3.35
6/13/2018,1.42,3.29
6/14/2018,1.44,3.31
6/15/2018,1.43,3.32
6/18/2018,1.44,3.33
6/19/2018,1.48,3.38
6/20/2018,1.43,3.34
6/21/2018,1.42,3.38
6/22/2018,1.4,3.39
6/25/2018,1.43,3.45
6/26/2018,1.43,3.48
6/27/2018,1.47,3.56
6/28/2018,1.46,3.63
6/29/2018,1.44,3.63
7/2/2018,1.46,3.67
7/3/2018,1.43,3.68
7/5/2018,1.41,3.66
7/6/2018,1.38,3.65
7/9/2018,1.34,3.57
7/10/2018,1.31,3.5
7/11/2018,1.35,3.54
7/12/2018,1.33,3.48
7/13/2018,1.32,3.47
7/16/2018,1.3,3.5
7/17/2018,1.31,3.51
7/18/2018,1.29,3.5
7/19/2018,1.31,3.53
7/20/2018,1.3,3.5
7/23/2018,1.27,3.45
7/24/2018,1.27,3.43
7/25/2018,1.24,3.43
7/26/2018,1.2,3.38
7/27/2018,1.21,3.38
7/30/2018,1.23,3.32
7/31/2018,1.26,3.36
8/1/2018,1.26,3.33
8/2/2018,1.27,3.33
8/3/2018,1.28,3.34
8/6/2018,1.29,3.33
8/7/2018,1.26,3.26
8/8/2018,1.28,3.25
8/9/2018,1.31,3.28
8/10/2018,1.38,3.37
8/13/2018,1.39,3.2
8/14/2018,1.36,3.39
8/15/2018,1.38,3.47
8/16/2018,1.35,3.42
8/17/2018,1.34,3.41
8/20/2018,1.36,3.44
8/21/2018,1.34,3.39
8/22/2018,1.35,3.38
8/23/2018,1.35,3.38
8/24/2018,1.34,3.36
8/27/2018,1.31,3.33
8/28/2018,1.27,3.31
8/29/2018,1.28,3.31
8/30/2018,1.3,3.35
8/31/2018,1.34,3.38
9/3/2018,1.34,3.38
9/4/2018,1.34,3.35
9/5/2018,1.33,3.39
9/6/2018,1.33,3.41
9/7/2018,1.3,3.36
9/10/2018,1.32,3.35
9/11/2018,1.29,3.3
9/12/2018,1.28,3.28
9/13/2018,1.25,3.24
9/14/2018,1.22,3.19
9/17/2018,1.22,3.18
9/18/2018,1.21,3.15
9/19/2018,1.19,3.15
9/20/2018,1.2,3.16
9/21/2018,1.18,3.17
9/24/2018,1.19,3.18
9/25/2018,1.18,3.17
9/26/2018,1.18,3.18
9/27/2018,1.17,3.18
9/28/2018,1.17,3.16
10/1/2018,1.16,3.09
10/2/2018,1.18,3.1
10/3/2018,1.14,3.03
10/4/2018,1.18,3.16
10/5/2018,1.18,3.2
10/9/2018,1.22,3.31
10/10/2018,1.22,3.4
10/11/2018,1.28,3.48
10/12/2018,1.28,3.44
10/15/2018,1.27,3.41
10/16/2018,1.27,3.36
10/17/2018,1.25,3.36
10/18/2018,1.3,3.43
10/19/2018,1.3,3.43
10/22/2018,1.33,3.44
10/23/2018,1.34,3.57
10/24/2018,1.37,3.6
10/25/2018,1.35,3.64
10/26/2018,1.41,3.78
10/29/2018,1.42,3.77
10/30/2018,1.42,3.8
10/31/2018,1.39,3.71
11/1/2018,1.4,3.72
11/2/2018,1.35,3.63
11/5/2018,1.35,3.63
11/6/2018,1.35,3.59
11/7/2018,1.34,3.5
11/8/2018,1.35,3.47
11/9/2018,1.39,3.61
11/13/2018,1.45,3.78
11/14/2018,1.47,3.92
11/15/2018,1.51,4.04
11/16/2018,1.5,4.12
11/19/2018,1.53,4.18
11/20/2018,1.56,4.25
11/21/2018,1.53,4.18
11/23/2018,1.55,4.26
11/26/2018,1.54,4.22
11/27/2018,1.55,4.26
11/28/2018,1.51,4.2
11/29/2018,1.49,4.18
11/30/2018,1.49,4.18
12/3/2018,1.49,4.09
12/4/2018,1.56,4.18
12/6/2018,1.58,4.4
12/7/2018,1.56,4.4
12/10/2018,1.56,4.46
12/11/2018,1.52,4.39
12/12/2018,1.48,4.31
12/13/2018,1.46,4.3
12/14/2018,1.48,4.37
12/17/2018,1.48,4.47
12/18/2018,1.5,4.64
12/19/2018,1.53,4.75
12/20/2018,1.53,5.08
12/21/2018,1.54,5.14
12/24/2018,1.58,5.3
12/26/2018,1.56,5.3
12/27/2018,1.58,5.31
12/28/2018,1.57,5.22
12/31/2018,1.61,5.26
1/2/2019,1.64,5.27
1/3/2019,1.67,5.37
1/4/2019,1.56,4.98
1/7/2019,1.5,4.73
1/8/2019,1.47,4.57
1/9/2019,1.45,4.45
1/10/2019,1.46,4.45
1/11/2019,1.48,4.44
1/14/2019,1.47,4.52
1/15/2019,1.46,4.46
1/16/2019,1.45,4.36
1/17/2019,1.45,4.32
1/18/2019,1.39,4.22
1/22/2019,1.43,4.33
1/23/2019,1.41,4.34
1/24/2019,1.42,4.4
1/25/2019,1.38,4.29
1/28/2019,1.39,4.33
1/29/2019,1.41,4.34
1/30/2019,1.41,4.3
1/31/2019,1.39,4.23
2/1/2019,1.34,4.16
2/4/2019,1.32,4.11
2/5/2019,1.31,4.02
2/6/2019,1.33,4
2/7/2019,1.37,4.16
2/8/2019,1.41,4.22
2/11/2019,1.4,4.15
2/12/2019,1.38,4.05
2/13/2019,1.35,4.02
2/14/2019,1.39,4.07
2/15/2019,1.38,4.02
2/19/2019,1.38,4.01
2/20/2019,1.37,3.98
2/21/2019,1.36,3.94
2/22/2019,1.37,3.95
2/25/2019,1.35,3.88
2/26/2019,1.36,3.87
2/27/2019,1.31,3.83
2/28/2019,1.29,3.79
3/1/2019,1.27,3.76
3/4/2019,1.31,3.78
3/5/2019,1.3,3.81
3/6/2019,1.32,3.86
3/7/2019,1.36,3.96
3/8/2019,1.37,4.04
3/11/2019,1.34,3.99
3/12/2019,1.34,3.96
3/13/2019,1.33,3.88
3/14/2019,1.31,3.86
3/15/2019,1.32,3.88
3/18/2019,1.3,3.84
3/19/2019,1.28,3.82
3/20/2019,1.31,3.86
3/21/2019,1.26,3.8
3/22/2019,1.31,3.94
3/25/2019,1.34,4.02
3/26/2019,1.3,4.01
3/27/2019,1.31,4.02
3/28/2019,1.29,4.02
3/29/2019,1.27,3.91
4/1/2019,1.24,3.76
4/2/2019,1.27,3.77
4/3/2019,1.25,3.73
4/4/2019,1.25,3.72
4/5/2019,1.24,3.68
4/8/2019,1.23,3.66
4/9/2019,1.23,3.67
4/10/2019,1.25,3.66
4/11/2019,1.23,3.58
4/12/2019,1.21,3.49
4/15/2019,1.22,3.5
4/16/2019,1.19,3.46
4/17/2019,1.19,3.49
4/18/2019,1.21,3.54
4/22/2019,1.19,3.54
4/23/2019,1.19,3.54
4/24/2019,1.21,3.55
4/25/2019,1.2,3.56
4/26/2019,1.2,3.59
4/29/2019,1.18,3.56
4/30/2019,1.2,3.58
5/1/2019,1.2,3.53
5/2/2019,1.17,3.55
5/3/2019,1.18,3.54
5/6/2019,1.21,3.59
5/7/2019,1.24,3.68
5/8/2019,1.22,3.67
5/9/2019,1.26,3.78
5/10/2019,1.26,3.82
5/13/2019,1.31,3.99
5/14/2019,1.28,3.96
5/15/2019,1.29,4.01
5/16/2019,1.26,3.92
5/17/2019,1.27,3.93
5/20/2019,1.26,3.89
5/21/2019,1.24,3.85
5/22/2019,1.26,3.88
5/23/2019,1.34,3.98
5/24/2019,1.3,3.93
5/28/2019,1.34,4
5/29/2019,1.34,4.14
5/30/2019,1.35,4.12
5/31/2019,1.42,4.33
6/3/2019,1.44,4.43
6/4/2019,1.36,4.28
6/5/2019,1.33,4.24
6/6/2019,1.32,4.2
6/7/2019,1.33,4.07
6/10/2019,1.27,3.93
6/11/2019,1.26,3.89
6/12/2019,1.27,3.96
6/13/2019,1.3,3.95
6/14/2019,1.28,3.95
6/17/2019,1.28,3.92
6/18/2019,1.25,3.87
6/19/2019,1.24,3.84
6/20/2019,1.19,3.54
6/21/2019,1.17,3.61
6/24/2019,1.2,3.62
6/25/2019,1.23,3.78
6/26/2019,1.2,3.74
6/27/2019,1.23,3.81
6/28/2019,1.22,3.77
7/1/2019,1.17,3.67
7/2/2019,1.19,3.76
7/3/2019,1.19,3.71
7/5/2019,1.14,3.66
7/8/2019,1.14,3.68
7/9/2019,1.14,3.74
7/10/2019,1.15,3.72
7/11/2019,1.12,3.73
7/12/2019,1.13,3.71
7/15/2019,1.14,3.71
7/16/2019,1.12,3.71
7/17/2019,1.17,3.77
7/18/2019,1.18,3.86
7/19/2019,1.17,3.84
7/22/2019,1.15,3.79
7/23/2019,1.13,3.75
7/24/2019,1.13,3.72
7/25/2019,1.11,3.67
7/26/2019,1.12,3.64
7/29/2019,1.14,3.67
7/30/2019,1.14,3.71
7/31/2019,1.15,3.71
8/1/2019,1.25,3.88
8/2/2019,1.25,3.97
8/5/2019,1.32,4.37
8/6/2019,1.32,4.31
8/7/2019,1.29,4.4
8/8/2019,1.24,4.16
8/9/2019,1.23,4.15
8/12/2019,1.3,4.24
8/13/2019,1.26,4.09
8/14/2019,1.3,4.39
8/15/2019,1.31,4.44
8/16/2019,1.29,4.37
8/19/2019,1.26,4.18
8/20/2019,1.29,4.22
8/21/2019,1.27,3.97
8/22/2019,1.24,3.93
8/23/2019,1.3,4.07
8/26/2019,1.28,4
8/27/2019,1.29,4.01
8/28/2019,1.28,3.99
8/29/2019,1.21,3.92
8/30/2019,1.22,3.93
9/2/2019,1.22,3.94
9/3/2019,1.23,3.96
9/4/2019,1.22,4.06
9/5/2019,1.15,3.88
9/6/2019,1.18,3.85
9/9/2019,1.15,3.72
9/10/2019,1.12,3.68
9/11/2019,1.12,3.72
9/12/2019,1.08,3.65
9/13/2019,1.09,3.61
9/16/2019,1.13,3.56
9/17/2019,1.15,3.6
9/18/2019,1.13,3.56
9/19/2019,1.12,3.55
9/20/2019,1.14,3.59
9/23/2019,1.15,3.6
9/24/2019,1.21,3.7
9/25/2019,1.18,3.7
9/26/2019,1.21,3.73
9/27/2019,1.22,3.77
9/30/2019,1.23,3.73
10/1/2019,1.26,3.86
10/2/2019,1.3,4.09
10/3/2019,1.31,4.2
10/4/2019,1.27,4.19
10/7/2019,1.25,4.09
10/8/2019,1.26,4.18
10/9/2019,1.25,4.13
10/10/2019,1.21,4.07
10/11/2019,1.16,3.9
10/15/2019,1.14,3.73
10/16/2019,1.16,3.79
10/17/2019,1.18,3.8
10/18/2019,1.18,3.83
10/21/2019,1.15,3.7
10/22/2019,1.16,3.77
10/23/2019,1.17,3.75
10/24/2019,1.16,3.72
10/25/2019,1.14,3.6
10/28/2019,1.11,3.54
10/29/2019,1.13,3.63
10/30/2019,1.17,3.74
10/31/2019,1.22,3.92
11/1/2019,1.18,3.85
11/4/2019,1.15,3.61
11/5/2019,1.15,3.7
11/6/2019,1.17,3.75
11/7/2019,1.12,3.63
11/8/2019,1.12,3.69
11/12/2019,1.14,3.62
11/13/2019,1.17,3.77
11/14/2019,1.19,3.82
11/15/2019,1.18,3.79
11/18/2019,1.19,3.81
11/19/2019,1.22,3.92
11/20/2019,1.24,3.97
11/21/2019,1.2,3.96
11/22/2019,1.19,3.91
11/25/2019,1.19,3.76
11/26/2019,1.2,3.81
11/27/2019,1.19,3.73
11/29/2019,1.18,3.7
12/2/2019,1.17,3.75
12/3/2019,1.25,3.91
12/4/2019,1.19,3.78
12/5/2019,1.17,3.72
12/6/2019,1.14,3.6
12/9/2019,1.13,3.5
12/10/2019,1.12,3.51
12/11/2019,1.14,3.53
12/12/2019,1.06,3.39
12/13/2019,1.1,3.38
12/16/2019,1.04,3.26
12/17/2019,1.04,3.26
12/18/2019,1.01,3.22
12/19/2019,1.04,3.26
12/20/2019,1.04,3.24
12/23/2019,1.03,3.17
12/24/2019,1.04,3.26
12/26/2019,1.05,3.24
12/27/2019,1.07,3.3
12/30/2019,1.05,3.3
12/31/2019,1.04,3.36
1/2/2020,1.07,3.31
1/3/2020,1.1,3.35
1/6/2020,1.07,3.29
1/7/2020,1.07,3.32
1/8/2020,1.03,3.29
1/9/2020,1.05,3.31
1/10/2020,1.07,3.27
1/13/2020,1.06,3.15
1/14/2020,1.07,3.22
1/15/2020,1.07,3.22
1/16/2020,1.06,3.19
1/17/2020,1.04,3.2
1/21/2020,1.07,3.2
1/22/2020,1.08,3.32
1/23/2020,1.1,3.4
1/24/2020,1.12,3.56
1/27/2020,1.16,3.85
1/28/2020,1.11,3.71
1/29/2020,1.12,3.71
1/30/2020,1.13,3.82
1/31/2020,1.14,3.9
2/3/2020,1.14,3.83
2/4/2020,1.11,3.72
2/5/2020,1.07,3.6
2/6/2020,1.07,3.56
2/7/2020,1.1,3.54
2/10/2020,1.1,3.58
2/11/2020,1.07,3.52
2/12/2020,1.04,3.46
2/13/2020,1.04,3.41
2/14/2020,1.04,3.44
2/18/2020,1.04,3.41
2/19/2020,1.02,3.44
2/20/2020,1.04,3.49
2/21/2020,1.06,3.59
2/24/2020,1.11,3.94
2/25/2020,1.17,4.17
2/26/2020,1.19,4.25
2/27/2020,1.26,4.61
2/28/2020,1.42,5
3/2/2020,1.43,4.87
3/3/2020,1.41,4.77
3/4/2020,1.32,4.64
3/5/2020,1.41,4.94
3/6/2020,1.54,5.5
3/9/2020,1.94,6.42
3/10/2020,1.73,6.26
3/11/2020,1.83,6.46
3/12/2020,2.16,7.26
3/13/2020,2.11,7.27
3/16/2020,2.52,8.27
3/17/2020,2.48,8.46
3/18/2020,2.75,9.04
3/19/2020,3.05,9.76
3/20/2020,2.98,10.13
3/23/2020,3.27,11
3/24/2020,3.07,10.79
3/25/2020,2.64,10.25
3/26/2020,2.45,9.59
3/27/2020,2.6,9.21
3/30/2020,2.68,9.02
3/31/2020,2.6,8.8
4/1/2020,2.76,9.09
4/2/2020,2.79,9.19
4/3/2020,2.85,9.42
4/6/2020,2.77,9.26
4/7/2020,2.71,8.83
4/8/2020,2.72,8.71
4/9/2020,2.59,7.85
4/13/2020,2.49,7.47
4/14/2020,2.42,7.17
4/15/2020,2.6,7.4
4/16/2020,2.67,7.29
4/17/2020,2.62,7.05
4/20/2020,2.64,7.2
4/21/2020,2.73,7.68
4/22/2020,2.74,7.61
4/23/2020,2.81,7.62
4/24/2020,2.85,7.75
4/27/2020,2.81,7.74
4/28/2020,2.82,7.73
4/29/2020,2.73,7.58
4/30/2020,2.62,7.44
5/1/2020,2.62,7.45
5/4/2020,2.6,7.53
5/5/2020,2.53,7.37
5/6/2020,2.48,7.36
5/7/2020,2.5,7.35
5/8/2020,2.42,7.25
5/11/2020,2.38,7.22
5/12/2020,2.41,7.16
5/13/2020,2.49,7.35
5/14/2020,2.55,7.5
5/15/2020,2.49,7.57
5/18/2020,2.32,7.18
5/19/2020,2.28,7.11
5/20/2020,2.21,6.91
5/21/2020,2.14,6.81
5/22/2020,2.15,6.8
5/26/2020,2.06,6.47
5/27/2020,2.06,6.43
5/28/2020,2.03,6.31
5/29/2020,2.06,6.37
6/1/2020,2.04,6.27
6/2/2020,1.98,6.04
6/3/2020,1.87,5.62
6/4/2020,1.86,5.68
6/5/2020,1.81,5.36
6/8/2020,1.8,5.36
6/9/2020,1.84,5.59
6/10/2020,1.91,5.74
6/11/2020,2.03,6.2
6/12/2020,2.02,6.11
6/15/2020,2.04,6.01
6/16/2020,1.93,5.53
6/17/2020,1.95,5.61
6/18/2020,1.97,5.77
6/19/2020,1.95,5.78
6/22/2020,1.96,5.75
6/23/2020,1.93,5.75
6/24/2020,1.95,5.94
6/25/2020,1.96,6.05
6/26/2020,1.99,6.15
6/29/2020,2,6.3
6/30/2020,1.96,6.26
7/1/2020,1.93,6.14
7/2/2020,1.9,6
7/6/2020,1.86,5.9
7/7/2020,1.89,5.89
7/8/2020,1.89,5.89
7/9/2020,1.94,5.97
7/10/2020,1.93,5.97
7/13/2020,1.91,5.82
7/14/2020,1.94,5.85
7/15/2020,1.89,5.63
7/16/2020,1.88,5.58
7/17/2020,1.83,5.56
7/20/2020,1.79,5.3
7/21/2020,1.73,5.06
7/22/2020,1.71,5
7/23/2020,1.75,5.04
7/24/2020,1.78,5.04
7/27/2020,1.76,5.02
7/28/2020,1.77,5.05
7/29/2020,1.71,4.94
7/30/2020,1.72,4.91
7/31/2020,1.69,4.88
8/3/2020,1.66,4.71
8/4/2020,1.67,4.81
8/5/2020,1.59,4.72
8/6/2020,1.57,4.76
8/7/2020,1.56,4.79
8/10/2020,1.54,4.83
8/11/2020,1.49,4.75
8/12/2020,1.52,4.8
8/13/2020,1.5,4.86
8/14/2020,1.55,4.98
8/17/2020,1.57,5.03
8/18/2020,1.6,5.01
8/19/2020,1.58,4.99
8/20/2020,1.62,5.02
8/21/2020,1.61,5.01
8/24/2020,1.58,4.92
8/25/2020,1.59,4.79
8/26/2020,1.61,4.8
8/27/2020,1.59,4.77
8/28/2020,1.59,4.75
8/31/2020,1.6,4.77
9/1/2020,1.58,4.75
9/2/2020,1.57,4.71
9/3/2020,1.6,4.8
9/4/2020,1.57,4.88
9/8/2020,1.6,4.99
9/9/2020,1.57,4.94
9/10/2020,1.59,4.93
9/11/2020,1.62,4.96
9/14/2020,1.61,4.94
9/15/2020,1.58,4.9
9/16/2020,1.57,4.85
9/17/2020,1.59,4.88
9/18/2020,1.6,4.9
9/21/2020,1.67,5.15
9/22/2020,1.69,5.17
9/23/2020,1.74,5.19
9/24/2020,1.76,5.33
9/25/2020,1.73,5.37
9/28/2020,1.7,5.28
9/29/2020,1.71,5.24
9/30/2020,1.67,5.17
10/1/2020,1.67,5.1
10/2/2020,1.66,5.1
10/5/2020,1.59,4.92
10/6/2020,1.58,4.81
10/7/2020,1.55,4.79
10/8/2020,1.52,4.74
10/9/2020,1.5,4.69
10/13/2020,1.5,4.6
10/14/2020,1.48,4.65
10/15/2020,1.47,4.75
10/16/2020,1.46,4.71
10/19/2020,1.45,4.68
10/20/2020,1.44,4.66
10/21/2020,1.49,4.67
10/22/2020,1.48,4.69
10/23/2020,1.5,4.68
10/26/2020,1.51,4.83
10/27/2020,1.51,4.88
10/28/2020,1.53,5.1
10/29/2020,1.52,5.07
10/30/2020,1.52,5.09
11/2/2020,1.53,5.01
11/3/2020,1.49,4.84
11/4/2020,1.46,4.57
11/5/2020,1.41,4.36
11/6/2020,1.4,4.42
11/9/2020,1.28,4.01
11/10/2020,1.28,4.12
11/12/2020,1.32,4.35
11/13/2020,1.33,4.35
11/16/2020,1.32,4.27
11/17/2020,1.35,4.24
11/18/2020,1.36,4.17
11/19/2020,1.38,4.22
11/20/2020,1.38,4.22
11/23/2020,1.37,4.18
11/24/2020,1.37,4.06
11/25/2020,1.38,4.09
11/27/2020,1.39,4.1
11/30/2020,1.4,4.12
12/1/2020,1.33,3.97
12/2/2020,1.32,3.92
12/3/2020,1.31,3.85
12/4/2020,1.28,3.77
12/7/2020,1.32,3.75
12/8/2020,1.34,3.77
12/9/2020,1.33,3.78
12/10/2020,1.34,3.79
12/11/2020,1.34,3.84
12/14/2020,1.33,3.82
12/15/2020,1.29,3.79
12/16/2020,1.27,3.79
12/17/2020,1.25,3.78
12/18/2020,1.24,3.76
12/21/2020,1.25,3.85
12/22/2020,1.25,3.85
12/23/2020,1.22,3.78
12/24/2020,1.25,3.76
12/28/2020,1.25,3.61
12/29/2020,1.24,3.59
12/30/2020,1.24,3.58
12/31/2020,1.24,3.6
1/4/2021,1.25,3.65
1/5/2021,1.23,3.62
1/6/2021,1.22,3.52
1/7/2021,1.23,3.5
1/8/2021,1.21,3.48
1/11/2021,1.23,3.53
1/12/2021,1.27,3.56
1/13/2021,1.27,3.54
1/14/2021,1.25,3.47
1/15/2021,1.28,3.5
1/19/2021,1.27,3.48
1/20/2021,1.27,3.45
1/21/2021,1.25,3.43
1/22/2021,1.26,3.48
1/25/2021,1.28,3.5
1/26/2021,1.28,3.52
1/27/2021,1.3,3.62
1/28/2021,1.28,3.55
1/29/2021,1.27,3.62
2/1/2021,1.28,3.56
2/2/2021,1.25,3.5
2/3/2021,1.25,3.42
2/4/2021,1.25,3.39
2/5/2021,1.22,3.33
2/8/2021,1.22,3.27
2/9/2021,1.21,3.28
2/10/2021,1.22,3.27
2/11/2021,1.2,3.26
2/12/2021,1.18,3.23
2/16/2021,1.18,3.15
2/17/2021,1.21,3.19
2/18/2021,1.2,3.21
2/19/2021,1.2,3.19
2/22/2021,1.23,3.19
2/23/2021,1.25,3.22
2/24/2021,1.24,3.17
2/25/2021,1.25,3.19
2/26/2021,1.34,3.26
3/1/2021,1.3,3.2
3/2/2021,1.31,3.22
3/3/2021,1.3,3.21
3/4/2021,1.3,3.26
3/5/2021,1.37,3.29
3/8/2021,1.45,3.3
3/9/2021,1.46,3.34
3/10/2021,1.41,3.34
3/11/2021,1.35,3.26
3/12/2021,1.32,3.26
3/15/2021,1.33,3.26
3/16/2021,1.27,3.27
3/17/2021,1.25,3.32
3/18/2021,1.25,3.37
3/19/2021,1.24,3.37
3/22/2021,1.25,3.3
3/23/2021,1.26,3.3
3/24/2021,1.27,3.26
3/25/2021,1.27,3.29
3/26/2021,1.26,3.25
3/29/2021,1.24,3.2
3/30/2021,1.27,3.19
3/31/2021,1.23,3.1
4/1/2021,1.24,3.05
4/2/2021,1.23,3.02
4/5/2021,1.21,2.95
4/6/2021,1.22,2.93
4/7/2021,1.22,2.9
4/8/2021,1.26,2.92
4/9/2021,1.24,2.92
4/12/2021,1.23,2.92
4/13/2021,1.27,3.01
4/14/2021,1.25,2.95
4/15/2021,1.25,2.96
4/16/2021,1.21,2.93
4/19/2021,1.22,2.96
4/20/2021,1.27,3.02
4/21/2021,1.27,2.98
4/22/2021,1.3,3.01
4/23/2021,1.3,2.98
4/26/2021,1.31,2.91
