,S&P 500 INDEX,Russell 1000 Value Index,Russell 2000 Total Return Index,Russell 2000 Index,Bloomberg US Corporate Total Return Value Unhedged USD,Bloomberg US Corporate High Yield Total Return Index Value Unhedged USD,LBMA Gold Price PM USD
,SPX Index,RLV Index,RU20INTR Index,RTY Index,LUACTRUU Index,LF98TRUU Index,GOLDLNPM Index
2/9/2009,869.89,448.68,2035.24,467.942,1592.95,712.79,895
2/10/2009,827.16,423.47,1938.84,445.767,1611.76,715.07,909.75
2/11/2009,833.74,428.03,1948.91,447.947,1619.02,714.4,938
2/12/2009,835.19,427.76,1959.74,450.421,1621.19,712.41,943.25
2/13/2009,826.84,421.7,1950.78,448.356,1606.94,710.38,935.5
2/16/2009,,,,,,,942.5
2/17/2009,789.17,399.96,1866.17,428.904,1625.04,706.78,968
2/18/2009,788.42,397.95,1841.49,423.183,1607.99,701.65,964
2/19/2009,778.94,392.82,1813.36,416.707,1593.52,702.94,980.5
2/20/2009,770.05,386.19,1788.41,410.959,1594.39,698.81,989
2/23/2009,743.33,373.72,1717.24,394.577,1589.59,698.02,985.75
2/24/2009,773.14,391.69,1795.29,412.482,1584.69,688.33,984.25
2/25/2009,764.9,387.89,1747.54,401.44,1572.01,686.96,978.5
2/26/2009,752.83,382.85,1711.02,392.951,1569.33,686.31,936.5
2/27/2009,735.09,370.74,1694,389.016,1567.39,682.99,952
3/2/2009,700.82,351.14,1601.66,367.795,1573.04,676.78,937.25
3/3/2009,696.33,346.77,1572.21,361.008,1565.15,670.65,913.75
3/4/2009,712.87,353.23,1617.33,371.304,1552.98,665.45,908.5
3/5/2009,682.55,335.82,1522.36,349.447,1564.64,662.24,913
3/6/2009,683.38,336.67,1529.44,351.046,1557.93,660.21,936
3/9/2009,676.53,334.29,1495.64,343.26,1546.52,655.9,923.75
3/10/2009,719.6,358.42,1602.39,367.746,1541.23,658.13,901.5
3/11/2009,721.36,358.55,1596.47,366.296,1544.15,666.36,899.5
3/12/2009,750.74,376.54,1700.97,390.121,1542.68,668.72,925.25
3/13/2009,756.55,380.22,1714.05,393.086,1541.04,673.36,928
3/16/2009,753.89,378.9,1684.77,386.361,1536.88,680.2,919.5
3/17/2009,778.12,391.83,1760.1,403.591,1534.09,681.03,915.5
3/18/2009,794.35,404.22,1821.53,417.635,1565.97,681.89,893.25
3/19/2009,784.04,395.67,1802.5,413.26,1560.62,686.09,956.5
3/20/2009,768.54,385.69,1745.17,400.109,1558.84,687.04,954
3/23/2009,822.92,416.8,1891.89,433.724,1558.48,691.94,949.25
3/24/2009,806.12,406.29,1816.33,416.385,1560.67,695.35,923.75
3/25/2009,813.88,412.91,1860.56,426.517,1550.65,697.66,929
3/26/2009,832.86,421.19,1942.53,445.303,1556.25,704.79,938.25
3/27/2009,815.94,412.86,1872.33,428.995,1557.97,707.82,924
3/30/2009,787.53,395.15,1815.62,415.974,1558.51,705.16,928
3/31/2009,797.87,401.55,1845.21,422.748,1560.91,704.77,916.5
4/1/2009,811.08,409.5,1873.29,429.158,1563.51,703.58,924.5
4/2/2009,834.38,421.33,1965.12,450.189,1560.14,710.65,897.75
4/3/2009,842.5,426.64,1991.15,456.131,1552.72,713.95,905
4/6/2009,835.48,422.93,1953.81,447.557,1555.65,716.72,870.25
4/7/2009,815.55,411.89,1884.73,431.696,1559.77,718.11,879.75
4/8/2009,825.16,415.45,1930.48,442.123,1566.55,721.02,880
4/9/2009,856.56,436.42,2044.35,468.2,1564.86,724.96,880.5
4/13/2009,858.73,439.52,2043.9,468.051,1581,730.05,
4/14/2009,841.5,426.76,1979.18,453.218,1592.81,736.7,887.5
4/15/2009,852.06,435.79,2013.93,461.133,1597.97,741.1,891
4/16/2009,865.3,441.5,2069.62,473.883,1597.95,747.53,880.5
4/17/2009,869.6,445.13,2093.58,479.366,1593.8,756.51,870.5
4/20/2009,832.39,421.32,1976.2,452.485,1605.75,756.46,877
4/21/2009,850.08,433.41,2052.94,470.047,1597.53,750.65,888.75
4/22/2009,843.55,428.07,2055.96,470.727,1592.27,752.17,886
4/23/2009,851.92,433.19,2038.09,466.622,1598.31,756.19,897.5
4/24/2009,866.23,440.31,2091.02,478.738,1597.86,763.11,907.5
4/27/2009,857.51,434.5,2050.81,469.526,1606.54,765.99,907.5
4/28/2009,855.16,434.16,2065.79,472.842,1601.81,768.05,891
4/29/2009,873.64,444.84,2147.43,491.473,1599.73,776.58,898.25
4/30/2009,872.81,443.63,2130.45,487.561,1615.1,790.08,883.25
5/1/2009,877.52,445.82,2128,486.977,1612.66,792.9,884.5
5/4/2009,907.24,464.85,2214.73,506.823,1618.12,798.84,
5/5/2009,903.8,462.33,2196.08,502.552,1625.56,803.3,910
5/6/2009,919.53,474.7,2207.42,505.094,1632.92,808.81,910
5/7/2009,907.39,468.21,2154.39,492.936,1629.55,820.22,912.25
5/8/2009,929.23,484.69,2237,511.823,1636.84,824.47,907
5/11/2009,909.24,469.97,2193.88,501.942,1646.97,824.03,913
5/12/2009,908.35,468.27,2164.39,495.182,1647.49,822.68,917
5/13/2009,883.92,453.96,2062.64,471.82,1651,818.73,924
5/14/2009,893.07,459.64,2101.77,480.708,1646.99,814.09,925.25
5/15/2009,882.88,452.62,2080.5,475.837,1651.05,814.69,929.5
5/18/2009,909.71,468.49,2163.53,494.786,1645.07,815.78,921
5/19/2009,908.13,466.87,2156.95,493.263,1650.07,820.09,924.75
5/20/2009,903.47,462.86,2140.03,489.35,1662.49,828.19,939.5
5/21/2009,888.33,455.79,2104.69,481.262,1652.81,829.7,937.5
5/22/2009,887,454.54,2089.08,477.666,1648.91,831.93,959.75
5/26/2009,910.33,466.79,2188.33,500.355,1648.56,833.76,945
5/27/2009,893.06,455.98,2142.76,489.904,1641.76,837.32,951
5/28/2009,906.83,463.71,2153.6,492.253,1651.22,840.01,957.75
5/29/2009,919.14,469.61,2194.68,501.629,1678.15,843.24,975.5
6/1/2009,942.87,479.92,2281.16,521.377,1667.62,849.19,981.75
6/2/2009,944.74,480.97,2304.37,526.676,1685.2,856.16,980
6/3/2009,931.76,472.8,2287.13,522.711,1693.99,859.76,976.75
6/4/2009,942.46,479.55,2326.43,531.68,1681.32,861.31,970.75
6/5/2009,940.09,476.83,2320.8,530.361,1669.18,863.35,962
6/8/2009,939.14,476.92,2296.49,524.788,1667.86,865.32,943.75
6/9/2009,942.43,478.1,2310.39,527.932,1674.25,868.26,956
6/10/2009,939.15,476.26,2292.05,523.706,1674.13,871.48,953.75
6/11/2009,944.89,480.24,2303.09,526.08,1685,873.98,947.5
6/12/2009,946.21,481.44,2306.46,526.831,1695.19,876.73,937.25
6/15/2009,923.72,469.15,2240.82,511.825,1705.02,878.55,932.25
6/16/2009,911.97,462.84,2205.6,503.743,1709.01,877.16,934
6/17/2009,910.71,459.79,2220.17,507.029,1708.18,869.48,930.5
6/18/2009,918.37,464.7,2230.94,509.483,1690.77,863.32,940.5
6/19/2009,921.23,465.51,2245.13,512.723,1699.23,864.75,935.25
6/22/2009,893.04,450.34,2157.94,492.807,1709.42,862.52,919.25
6/23/2009,895.1,452.11,2144.79,489.769,1713.04,860.52,920.75
6/24/2009,900.94,455.01,2167.52,494.947,1707.34,860.13,933.5
6/25/2009,920.26,464.13,2229.85,509.177,1718.3,861.94,937.25
6/26/2009,918.9,464,2248.36,513.222,1720.92,862.86,942
6/29/2009,927.23,469.09,2237.02,510.615,1722.03,864.57,935.5
6/30/2009,919.32,465.18,2226.92,508.282,1723.99,867.39,934.5
7/1/2009,923.33,467.02,2267.28,517.463,1723.77,869.93,938.25
7/2/2009,896.42,451.38,2178.6,497.212,1731.1,870.9,929.5
7/3/2009,,,,,,,932.5
7/6/2009,898.72,451.83,2164.75,494.027,1730.81,870.26,924.5
7/7/2009,881.03,442.58,2121.96,484.254,1735.04,870.75,924
7/8/2009,879.56,439.11,2102.06,479.683,1750.85,868.76,918
7/9/2009,882.68,442.13,2100.52,479.267,1738.91,868.51,911.75
7/10/2009,879.13,439.34,2108.02,480.976,1750.57,867.35,913
7/13/2009,901.05,452.28,2162.29,493.314,1747.81,866.95,908.5
7/14/2009,905.84,455.22,2176.35,496.516,1739.68,867.61,924.75
7/15/2009,932.68,470.02,2260.28,515.641,1731.74,870.69,938
7/16/2009,940.74,473.84,2288.27,522.021,1737.11,871.74,935
7/17/2009,940.38,472.17,2275.99,519.218,1735.46,874.7,937.5
7/20/2009,951.13,478.6,2309.93,526.957,1750.14,879.59,952.75
7/21/2009,954.58,480.21,2302.37,525.225,1765.11,884.85,947.75
7/22/2009,954.07,480.2,2317.76,528.698,1759.54,887.8,948.25
7/23/2009,976.29,493.49,2392.99,545.848,1747.54,893,950
7/24/2009,979.26,496.08,2404.45,548.464,1754.73,898.11,951.5
7/27/2009,982.18,499.43,2415.06,550.882,1752.64,902.64,955
7/28/2009,979.62,497.06,2419.81,551.948,1758.64,906.55,944.25
7/29/2009,975.15,492.61,2404.56,548.375,1763.58,910.26,931
7/30/2009,986.75,500.81,2446.06,557.799,1774.92,915.35,932.5
7/31/2009,987.48,502.32,2441.39,556.712,1798.42,920.18,939
8/3/2009,1002.63,511.92,2481.21,565.778,1788.94,925.68,959.75
8/4/2009,1005.65,515.21,2502.98,570.735,1787.25,929,960.5
8/5/2009,1002.72,516.33,2482.31,565.989,1781.93,931.77,960.5
8/6/2009,997.08,513.89,2445.79,557.618,1787.99,934.55,964
8/7/2009,1010.48,522.39,2510.67,572.399,1779.54,937.26,956
8/10/2009,1007.1,520.7,2508.38,571.873,1791.42,940.91,945
8/11/2009,994.35,511.59,2465.64,562.119,1798.42,940.72,942.75
8/12/2009,1005.81,518.01,2510.03,572.172,1794.03,936.43,947.25
8/13/2009,1012.73,522.84,2523.7,575.189,1805.7,935.29,953.5
8/14/2009,1004.09,518.05,2474.25,563.896,1810.01,934.6,953.5
8/17/2009,979.73,503.24,2405.34,548.181,1811.04,929.69,932.75
8/18/2009,989.67,508.91,2441.66,556.426,1804.29,927.81,935
